53977558 -1778 4230 0 0 0 0
53981582 -1646 4272 0 0 0 0
53986410 -1516 4354 0 0 0 0
53990400 -1408 4398 0 0 0 0
53994285 -1442 4390 0 0 0 0
53998235 -1514 4334 0 0 0 0
54002120 -1594 4256 0 0 0 0
54006210 -1680 4290 0 0 0 0
54010830 -1756 4326 0 0 0 0
54014738 -1772 4398 0 0 0 0
54018667 -1870 4564 0 0 0 0
54022600 -1868 4616 0 0 0 0
54026610 -1782 4608 0 0 0 0
54030538 -1654 4632 0 0 0 0
54035447 -1610 4676 0 0 0 0
54039441 -1548 4646 0 0 0 0
54043344 -1432 4590 0 0 0 0
54047327 -1360 4576 0 0 0 0
54051399 -1234 4554 0 0 0 0
54057236 -1222 4496 0 0 0 0
54067206 -1316 4394 0 0 0 0
54077172 -1452 4304 0 0 0 0
54087212 -1644 4316 0 0 0 0
54097934 -1784 4328 0 0 0 0
54107137 -1894 4310 0 0 0 0
54117157 -1980 4288 0 0 0 0
54127289 -2002 4202 0 0 0 0
54138009 -1880 4060 0 0 0 0
54147128 -1636 4010 0 0 0 0
54157122 -1392 4088 0 0 0 0
54167139 -1192 4124 0 0 0 0
54177203 -1140 4264 0 0 0 0
54187536 -1288 4372 0 0 0 0
54197149 -1522 4270 0 0 0 0
54207160 -1650 4144 0 0 0 0
54217170 -1698 4144 0 0 0 0
54227130 -1570 4186 0 0 0 0
54237257 -1376 4202 0 0 0 0
54247181 -1246 4188 0 0 0 0
54257161 -1228 4246 0 0 0 0
54267149 -1354 4250 0 0 0 0
54277133 -1426 4288 0 0 0 0
54287293 -1550 4370 0 0 0 0
54297145 -1590 4432 0 0 0 0
54307482 -1622 4404 0 0 0 0
54317151 -1572 4332 0 0 0 0
54327135 -1508 4414 0 0 0 0
54337217 -1478 4448 0 0 0 0
54347158 -1496 4376 0 0 0 0
54357483 -1566 4308 0 0 0 0
54367125 -1746 4244 0 0 0 0
54377115 -1872 4214 0 0 0 0
54387282 -1966 4252 0 0 0 0
54397550 -1896 4302 0 0 0 0
54407151 -1776 4372 0 0 0 0
54417135 -1670 4362 0 0 0 0
54427125 -1476 4316 0 0 0 0
54437514 -1358 4264 0 0 0 0
54447169 -1204 4200 0 0 0 0
54457152 -1126 4256 0 0 0 0
54467182 -1222 4288 0 0 0 0
54477234 -1424 4350 0 0 0 0
54487680 -1536 4488 0 0 0 0
54497206 -1672 4554 0 0 0 0
54507214 -1762 4552 0 0 0 0
54517223 -1780 4516 0 0 0 0
54527582 -1742 4520 0 0 0 0
54537393 -1692 4500 0 0 0 0
54547238 -1590 4550 0 0 0 0
54557220 -1446 4646 0 0 0 0
54567703 -1322 4666 0 0 0 0
54577262 -1258 4610 0 0 0 0
54587414 -1378 4538 0 0 0 0
54597255 -1594 4380 0 0 0 0
54607340 -1846 4316 0 0 0 0
54617208 -2038 4334 0 0 0 0
54627140 -2002 4266 0 0 0 0
54637306 -1812 4216 0 0 0 0
54647157 -1614 4240 0 0 0 0
54657383 -1472 4238 0 0 0 0
54667177 -1392 4286 0 0 0 0
54677161 -1460 4380 0 0 0 0
54687285 -1540 4402 0 0 0 0
54697257 -1586 4378 0 0 0 0
54707136 -1496 4368 0 0 0 0
54717130 -1272 4354 0 0 0 0
54727173 -1138 4290 0 0 0 0
54737431 -1110 4254 0 0 0 0
54747142 -1132 4372 0 0 0 0
54757154 -1262 4394 0 0 0 0
54767168 -1388 4364 0 0 0 0
54777172 -1478 4332 0 0 0 0
54787668 -1564 4380 0 0 0 0
54797119 -1694 4388 0 0 0 0
54807126 -1786 4352 0 0 0 0
54817116 -1774 4322 0 0 0 0
54827594 -1702 4298 0 0 0 0
54837329 -1592 4354 0 0 0 0
54847149 -1538 4504 0 0 0 0
54857166 -1560 4592 0 0 0 0
54867177 -1666 4604 0 0 0 0
54877635 -1728 4584 0 0 0 0
54887301 -1700 4544 0 0 0 0
54897148 -1538 4516 0 0 0 0
54907141 -1388 4468 0 0 0 0
54917492 -1314 4404 0 0 0 0
54927129 -1308 4420 0 0 0 0
54937340 -1416 4434 0 0 0 0
54947136 -1550 4376 0 0 0 0
54957114 -1686 4374 0 0 0 0
54967155 -1844 4412 0 0 0 0
54977165 -1908 4392 0 0 0 0
54987363 -1874 4414 0 0 0 0
54997146 -1814 4456 0 0 0 0
55007357 -1654 4450 0 0 0 0
55017186 -1570 4498 0 0 0 0
55027199 -1594 4520 0 0 0 0
55037360 -1552 4430 0 0 0 0
